id_fam,sex1,ases,maths_09,maths_10,maths_12,verbal_09_z,verbal_10_z,verbal_12_z,sdq_09,sdq_12,maths_anx_18,anx_spaa_18,spatial_anx_18,sdq_change,maths_int,maths_slope,verbal_int,verbal_slope,verbal_composite,verbal_mean
411867,Female,-0.9221581062259377,3,4,4,-0.7935125343408137,-0.8650956752911164,0.03487465202330819,8,1,NA,NA,NA,-7,2.9962406049477814,0.48421242632231953,-0.5257642845857472,0.0936076122312669,-0.8038729474905411,-0.4151105116339041
411870,Female,-0.49775202462022633,3,3,4,-0.7737410035581738,NA,-0.8790566901246589,5,10,NA,NA,NA,5,2.757974521699266,0.47191026789485296,-0.633501391343969,0.043320672743638516,NA,-0.8790566901246589
412762,Male,-0.08742105912499576,4,3,5,NA,0.8576816311631307,NA,NA,2,NA,NA,NA,NA,3.1789542291392703,0.5643692022342784,0.4560747332812707,0.08202337555237998,NA,0.8576816311631307
412780,Male,0.22797591007957702,4,3,4,-0.5829769444002455,-0.29734406404114294,NA,1,0,NA,NA,NA,-1,3.051793064004807,0.41635780883782725,-0.33741796233117893,0.0771179156016482,NA,-0.29734406404114294
413177,Male,-0.06456150671301526,1.3333333333333333,1,3,-0.3823271198509974,NA,NA,1,NA,NA,NA,NA,NA,1.6645836195585366,0.39188198940517827,-0.2021613224960755,0.07716043623609528,NA,NaN
415783,Female,0.993286566576533,3,3,5,0.14895473769608325,-0.513592299211978,-5.646456558866367e-4,6,3,NA,NA,NA,-3,2.8851356868337303,0.6199216612913039,-0.15252191836469806,0.059877438004394525,-0.35848530101084053,-0.25707847243393234
416614,Female,0.774288861773909,3,3,5,0.4499294745199556,0.5851939346156678,NA,2.5,3,NA,NA,NA,0.5,2.8851356868337303,0.6199216612913039,0.35720815918392257,0.07725380277313217,NA,0.5851939346156678
416632,Female,0.30843175428941216,3,4,5,-0.28200220757637334,-0.5795929969407692,1.0819195857696295,7,1,1.8888888888888888,2,1.2,-6,3.123401770082245,0.6322238197187706,-0.0781170697476483,0.1316254239925368,-0.16847550319361176,0.2511632944144302
416647,Female,1.6829244578017066,3,3,6,-0.7836267689494937,NA,-0.49059248932808525,0,0,3,2.2857142857142856,3,0,3.0122968519681943,0.767933054687755,-0.5204216803803183,0.0637794093896606,NA,-0.49059248932808525
416692,Female,0.6559677219917566,2,3,4,1.2920718342822284,0.12196215349489502,0.021620952943839082,8,3,4.777777777777778,2.142857142857143,4.2,-5,2.464155979393725,0.5274627269518786,0.3701925838445854,0.021625825897493435,0.3021553862809645,0.07179155321936705
416698,Female,0.8008960129256671,3,3,5,-0.4925377975169415,-0.05216266181931362,-1.300294763117616,3,0,2.888888888888889,1.1428571428571428,1.4,-3,2.8851356868337303,0.6199216612913039,-0.48948319162003373,0.009756801795130596,-0.762752243197035,-0.6762287124684648
417655,Female,-0.039084988119349365,3,3.6666666666666665,4,-0.7935125343408137,NA,-0.40408306980924646,NA,3,2.111111111111111,1.7142857142857142,2.1,NA,2.9168185771982764,0.4801117068464974,-0.49833345621210035,0.06859501882268312,NA,-0.40408306980924646
418603,Female,-0.38741291854700965,3.6666666666666665,3,5,1.1818611566162842,0.7094115084519429,-0.6502134790853779,5,4,NA,NA,NA,-1,3.0810147150374245,0.5828866885866204,0.3574592372219949,-0.012787124209254166,0.3267179469721941,0.02959901468328252
421668,Male,0.6594031322630552,3,3,6,0.03874406003013913,0.44470763352578707,0.9488059941712752,2,1,2,1.8571428571428572,1.5,-1,3.0122968519681943,0.767933054687755,0.26872445794021793,0.11022902658194506,0.37207814615997314,0.6967568138485312
421671,Female,0.3027748343079756,2.6666666666666665,2,5,0.4499294745199556,1.3545519265082315,1.6941844470416934,2,2,NA,NA,NA,0,2.5489300894833677,0.6261369892161794,0.7927962190098055,0.13305210863475475,1.1736485752608952,1.5243681867749626
424166,Female,-0.7356804600279337,3,3.6666666666666665,5,-0.5829769444002455,-0.9233125513986005,-1.273643214757762,5,2,NA,NA,NA,-3,3.04397974233274,0.6281231002429485,-0.7470516122830366,0.017452222338411295,-1.1945994295640598,-1.0984778830781812
427196,Male,-0.8125030953647235,4,4,5,0.5304828560119396,0.691340637470229,NA,6,0,NA,NA,NA,-6,3.417220312387786,0.5766713606617451,0.42460979460129,0.07793036645259674,NA,0.691340637470229
431571,Male,1.094513572232883,3.3333333333333335,4,5,NA,0.8801073073126826,0.02594275250305164,NA,2,2,2.142857142857143,1,NA,3.2213412841840925,0.6137063333664285,0.2651459012431185,0.05216415385684073,NA,0.45302502990786714
437177,Female,0.09708635120940208,4,4,5,1.874249777147333,1.1028630333849598,1.614373952163047,3,2,1.3333333333333333,1.8571428571428572,2.1,-1,3.417220312387786,0.5766713606617451,1.1396724176711657,0.08369384057291772,1.4672732470836696,1.3586184927740033
437186,Female,-0.707878756746627,2,2.6666666666666665,4,-1.5961118325378065,0.45121512442722933,0.407708028659433,4,2,NA,NA,NA,-2,2.38473395164422,0.5233620074760564,-0.3360316279650789,0.1343319427919601,-0.30568961166782366,0.42946157654333117
