lhs,op,Effect,Estimate,SE,t,df,p,lower,upper,Std. estimate
int_sdq_6,~~,ses_cent,-1.4417127644724381,0,NA,NA,NA,-1.4417127644724381,-1.4417127644724381,-0.051363284421611095
int_sdq_6,~~,cse_voc,0.016735312892849793,0,NA,NA,NA,0.016735312892849793,0.016735312892849793,0.029774266237774887
int_sdq_6,~~,cse_olevel,0.012400952382147388,0,NA,NA,NA,0.012400952382147388,0.012400952382147388,0.011546231115787224
int_sdq_6,~~,cse_alevel,-0.04608308195244414,0,NA,NA,NA,-0.04608308195244414,-0.04608308195244414,-0.04007065880169477
int_sdq_6,~~,cse_degree,-0.022678256952678322,0,NA,NA,NA,-0.022678256952678322,-0.022678256952678322,-0.02216485571216339
int_sdq_6,~~,sex,-0.0074799141114380244,0,NA,NA,NA,-0.0074799141114380244,-0.0074799141114380244,-0.006202698516247367
int_sdq_6,~~,life_evs_5,1.5782707687214825,0,NA,NA,NA,1.5782707687214825,1.5782707687214825,0.1938816252277303
int_sdq_6,~~,wm_cent:int_sdq_6,-2.7414035804986305,0,NA,NA,NA,-2.7414035804986305,-2.7414035804986305,-0.11297756331332044
iq_cent,~~,iq_cent,241.76790795529828,0,NA,NA,NA,241.76790795529828,241.76790795529828,1.0000000000000004
iq_cent,~~,emot_cent,0.6223500092530097,0,NA,NA,NA,0.6223500092530097,0.6223500092530097,0.009639515713525884
iq_cent,~~,ses_cent,52.70036168356094,0,NA,NA,NA,52.70036168356094,52.70036168356094,0.291609952304294
iq_cent,~~,cse_voc,-0.5549774102735866,0,NA,NA,NA,-0.5549774102735866,-0.5549774102735866,-0.15335475258507378
iq_cent,~~,cse_olevel,-0.9241641883995655,0,NA,NA,NA,-0.9241641883995655,-0.9241641883995655,-0.133643870446564
iq_cent,~~,cse_alevel,0.20628994108691712,0,NA,NA,NA,0.20628994108691712,0.20628994108691712,0.027859782470190796
iq_cent,~~,cse_degree,2.140451751415715,0,NA,NA,NA,2.140451751415715,2.140451751415715,0.3249192052451277
iq_cent,~~,sex,-0.2505394934843996,0,NA,NA,NA,-0.2505394934843996,-0.2505394934843996,-0.03226821630029553
iq_cent,~~,life_evs_5,-1.8087022309991618,0,NA,NA,NA,-1.8087022309991618,-1.8087022309991618,-0.034509360838719486
iq_cent,~~,wm_cent:int_sdq_6,38.69959242222594,0,NA,NA,NA,38.69959242222594,38.69959242222594,0.2477081648875412
emot_cent,~~,emot_cent,17.240915246156206,0,NA,NA,NA,17.240915246156206,17.240915246156206,0.9999999999999998
emot_cent,~~,ses_cent,1.2863267579860858,0,NA,NA,NA,1.2863267579860858,1.2863267579860858,0.02665380510023605
emot_cent,~~,cse_voc,-0.03898002056320413,0,NA,NA,NA,-0.03898002056320413,-0.03898002056320413,-0.04033510253716484
emot_cent,~~,cse_olevel,-0.016195335351807977,0,NA,NA,NA,-0.016195335351807977,-0.016195335351807977,-0.008770190405886547
emot_cent,~~,cse_alevel,-0.05154281003195135,0,NA,NA,NA,-0.05154281003195135,-0.05154281003195135,-0.026066752534676774
emot_cent,~~,cse_degree,0.11856297004276341,0,NA,NA,NA,0.11856297004276341,0.11856297004276341,0.06739662939151891
emot_cent,~~,sex,0.15866817555616416,0,NA,NA,NA,0.15866817555616416,0.15866817555616416,0.07652577917100367
emot_cent,~~,life_evs_5,0.8451240040613266,0,NA,NA,NA,0.8451240040613266,0.8451240040613266,0.06038227146092018
emot_cent,~~,wm_cent:int_sdq_6,1.0823457377556727,0,NA,NA,NA,1.0823457377556727,1.0823457377556727,0.025942935137200085
ses_cent,~~,ses_cent,135.09020333120267,0,NA,NA,NA,135.09020333120267,135.09020333120267,1.0000000000000002
ses_cent,~~,cse_voc,-0.37975536136203053,0,NA,NA,NA,-0.37975536136203053,-0.37975536136203053,-0.14038258852309063
ses_cent,~~,cse_olevel,-0.9769170020785567,0,NA,NA,NA,-0.9769170020785567,-0.9769170020785567,-0.1889926766445124
ses_cent,~~,cse_alevel,0.09550377399385056,0,NA,NA,NA,0.09550377399385056,0.09550377399385056,0.017254707503531606
ses_cent,~~,cse_degree,2.2248585977989626,0,NA,NA,NA,2.2248585977989626,2.2248585977989626,0.45181407132321116
ses_cent,~~,sex,-0.01199612285068836,0,NA,NA,NA,-0.01199612285068836,-0.01199612285068836,-0.0020669361814966074
ses_cent,~~,life_evs_5,-0.6877435776562973,0,NA,NA,NA,-0.6877435776562973,-0.6877435776562973,-0.017554310805838753
ses_cent,~~,wm_cent:int_sdq_6,13.813091311834599,0,NA,NA,NA,13.813091311834599,13.813091311834599,0.11828024409318266
cse_voc,~~,cse_voc,0.054169830943053,0,NA,NA,NA,0.054169830943053,0.054169830943053,1.0000000000000002
cse_voc,~~,cse_olevel,-0.014844304663115404,0,NA,NA,NA,-0.014844304663115404,-0.014844304663115404,-0.1434103033848232
cse_voc,~~,cse_alevel,-0.01910601213806357,0,NA,NA,NA,-0.01910601213806357,-0.01910601213806357,-0.17238136079402433
cse_voc,~~,cse_degree,-0.012932132112763959,0,NA,NA,NA,-0.012932132112763959,-0.012932132112763959,-0.13114769389928232
cse_voc,~~,sex,0.0016053507372868056,0,NA,NA,NA,0.0016053507372868056,0.0016053507372868056,0.013813040410359682
cse_voc,~~,life_evs_5,0.0030456107683772167,0,NA,NA,NA,0.0030456107683772167,0.0030456107683772167,0.003882083092578654
cse_voc,~~,wm_cent:int_sdq_6,-0.13160489806481873,0,NA,NA,NA,-0.13160489806481873,-0.13160489806481873,-0.05627643397954075
cse_olevel,~~,cse_olevel,0.19778872416055376,0,NA,NA,NA,0.19778872416055376,0.19778872416055376,0.9999999999999993
cse_olevel,~~,cse_alevel,-0.09243371162781396,0,NA,NA,NA,-0.09243371162781396,-0.09243371162781396,-0.43644409632462583
cse_olevel,~~,cse_degree,-0.06225117954202604,0,NA,NA,NA,-0.06225117954202604,-0.06225117954202604,-0.3303817780967403
cse_olevel,~~,sex,-0.0014900583522550232,0,NA,NA,NA,-0.0014900583522550232,-0.0014900583522550232,-0.006709661369473021
cse_olevel,~~,life_evs_5,0.009956669053967646,0,NA,NA,NA,0.009956669053967646,0.009956669053967646,0.006641749245520933
cse_olevel,~~,wm_cent:int_sdq_6,-0.23255790299080906,0,NA,NA,NA,-0.23255790299080906,-0.23255790299080906,-0.05204315240956816
cse_alevel,~~,cse_alevel,0.22677856816799738,0,NA,NA,NA,0.22677856816799738,0.22677856816799738,0.9999999999999997
cse_alevel,~~,cse_degree,-0.08015356575947086,0,NA,NA,NA,-0.08015356575947086,-0.08015356575947086,-0.39727488330502336
cse_alevel,~~,sex,0.002604306248870907,0,NA,NA,NA,0.002604306248870907,0.002604306248870907,0.010951891665383413
cse_alevel,~~,life_evs_5,0.018355164840572744,0,NA,NA,NA,0.018355164840572744,0.018355164840572744,0.01143474416121526
cse_alevel,~~,wm_cent:int_sdq_6,-0.03350688023569673,0,NA,NA,NA,-0.03350688023569673,-0.03350688023569673,-0.007002711684245621
cse_degree,~~,cse_degree,0.1794987664492767,0,NA,NA,NA,0.1794987664492767,0.1794987664492767,1.0000000000000002
cse_degree,~~,sex,-0.003958432833108081,0,NA,NA,NA,-0.003958432833108081,-0.003958432833108081,-0.018710725898327465
cse_degree,~~,life_evs_5,-0.014214488548580173,0,NA,NA,NA,-0.014214488548580173,-0.014214488548580173,-0.009953359064128506
cse_degree,~~,wm_cent:int_sdq_6,0.5540746094247012,0,NA,NA,NA,0.5540746094247012,0.5540746094247012,0.1301579715922053
sex,~~,sex,0.2493468113083943,0,NA,NA,NA,0.2493468113083943,0.2493468113083943,1.0000000000000009
sex,~~,life_evs_5,0.07925743995383816,0,NA,NA,NA,0.07925743995383816,0.07925743995383816,0.047087680563638185
sex,~~,wm_cent:int_sdq_6,0.2687690071462105,0,NA,NA,NA,0.2687690071462105,0.2687690071462105,0.053568629393988654
life_evs_5,~~,life_evs_5,11.36217999185208,0,NA,NA,NA,11.36217999185208,11.36217999185208,1.0000000000000002
life_evs_5,~~,wm_cent:int_sdq_6,-0.9021022712333052,0,NA,NA,NA,-0.9021022712333052,-0.9021022712333052,-0.026635337300045067
wm_cent:int_sdq_6,~~,wm_cent:int_sdq_6,100.95631404097395,0,NA,NA,NA,100.95631404097395,100.95631404097395,1.0000000000000002
sat140,~1,,0,0,NA,NA,NA,0,0,0
ks2_mat,~1,,0,0,NA,NA,NA,0,0,0
ks3_mat,~1,,0,0,NA,NA,NA,0,0,0
ks4_maths,~1,,0,0,NA,NA,NA,0,0,0
wm_cent,~1,,-0.05799351754758195,0,NA,NA,NA,-0.05799351754758195,-0.05799351754758195,-0.020354875816398874
int_sdq_6,~1,,2.458829026812383,0,NA,NA,NA,2.458829026812383,2.458829026812383,1.0181559471560149
iq_cent,~1,,-0.6682370928579591,0,NA,NA,NA,-0.6682370928579591,-0.6682370928579591,-0.04297652068688414
emot_cent,~1,,0.0036576808686605384,0,NA,NA,NA,0.0036576808686605384,0.0036576808686605384,8.808980574640997e-4
ses_cent,~1,,-0.49026813578270184,0,NA,NA,NA,-0.49026813578270184,-0.49026813578270184,-0.04218147287547767
cse_voc,~1,,0.05747333425682227,0,NA,NA,NA,0.05747333425682227,0.05747333425682227,0.24693784450235806
cse_olevel,~1,,0.27150376981378505,0,NA,NA,NA,0.27150376981378505,0.27150376981378505,0.6104851434818175
cse_alevel,~1,,0.34761640907921554,0,NA,NA,NA,0.34761640907921554,0.34761640907921554,0.7299603394659847
cse_degree,~1,,0.23448043852532008,0,NA,NA,NA,0.23448043852532008,0.23448043852532008,0.5534468034956163
sex,~1,,1.5255575564482615,0,NA,NA,NA,1.5255575564482615,1.5255575564482615,3.0551088483683078
life_evs_5,~1,,2.873149325026869,0,NA,NA,NA,2.873149325026869,2.873149325026869,0.8523684489245053
wm_cent:int_sdq_6,~1,,-0.5528157917958755,0,NA,NA,NA,-0.5528157917958755,-0.5528157917958755,-0.055019127332596104
i,~1,,4.353980470205748,0.04053794107395551,107.40507176382124,3505.6812351082494,0,4.274500124625224,4.4334608157862725,5.782726143048105
s,~1,,0.5266634442791398,0.00789471051858474,66.7109253771034,2956.2223824578314,0,0.5111837581982936,0.542143130359986,4.3338258843558455
