id_fam,sex1,ases,maths_09,maths_10,maths_12,verbal_09_z,verbal_10_z,verbal_12_z,sdq_09,sdq_12,maths_anx_18,anx_spaa_18,spatial_anx_18,sdq_change,verbal_mean,maths_int,maths_slope
137,Male,0.2693699744573456,NA,NA,NA,NA,-0.3457997037964637,-0.049257642414550634,NA,1,NA,NA,NA,NA,-0.19752867310550715,NA,NA
392,Male,0.4321214431424327,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NaN,3.1018367042232278,0.5885778537008397
1077,Male,0.09891607428126804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1109,Male,1.7971770749098006,NA,NA,NA,NA,NA,0.7978286035324077,NA,0,NA,NA,NA,NA,0.7978286035324077,NA,NA
1127,Female,-0.6203753909536647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1170,Male,1.2782384505113669,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NaN,NA,NA
1178,Female,2.140480133178739,NA,NA,4.333333333333333,NA,NA,-0.10479371401432282,NA,0,NA,NA,NA,NA,-0.10479371401432282,2.867866244818594,0.4895182353358207
1187,Male,NA,3,3.3333333333333335,6,0.05851559081277932,NA,NA,4,NA,NA,NA,NA,NA,NaN,3.0737909424953207,0.7698883676602803
1194,Male,-1.045317035681891,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1196,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1374,Female,0.38851229170812174,NA,3,4,-0.2721164421850532,-1.32489843995842,-0.027072043814824913,5,1,NA,NA,NA,-4,-0.6759852418866225,2.6749877570019733,0.4452626737118498
1383,Female,1.3829740390839274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1389,Male,0.5635827251757748,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NaN,NA,NA
1572,Female,-1.0282068823996542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1578,Female,0.31999868364536116,3,4,NA,0.5601401521858997,0.7367178027775766,-0.13800003681345352,2,0,NA,NA,NA,-2,0.29935888298206154,3.132614911167661,0.5714225983147779
1581,Female,-0.9330327064286232,NA,NA,4,NA,NA,-0.013674194534440028,NA,3,NA,NA,NA,NA,-0.013674194534440028,2.7508810151162777,0.43998842615331124
1587,Female,-0.1791784763808746,NA,NA,NA,NA,NA,-0.8366301674034402,NA,4,NA,NA,NA,NA,-0.8366301674034402,NA,NA
1671,Female,-1.110065872039248,NA,NA,NA,NA,NA,NA,NA,NA,4.111111111111111,3,2.7,NA,NaN,NA,NA
1677,Male,-0.17216682591501173,NA,NA,NA,NA,NA,-0.14023301169351768,NA,4,NA,NA,NA,NA,-0.14023301169351768,NA,NA
1680,Male,0.7332738302648647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1686,Female,-0.8051915951067022,NA,NA,4,NA,NA,NA,NA,0,NA,NA,NA,NA,NaN,2.7508810151162777,0.43998842615331124
1761,Male,-1.5598685525004967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1770,Male,2.05512131713526,NA,4,NA,0.8710006544010921,1.41241826061022,NA,1,NA,1.4444444444444444,1.8571428571428572,1.3,NA,1.41241826061022,3.210145654435628,0.5642579325340042
1776,Male,-0.8052005218891227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1860,Male,0.30335066164894164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1866,Female,1.8647421726817328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1875,Male,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.3999253260093276,0.2913989986057829
1884,Female,1.2662193638764059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
1965,Female,-0.09477823370204572,NA,3,4.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.7257634942787843,0.4993937513397243
1974,Female,-1.197960213873274,NA,NA,4,NA,NA,-0.3552459228496668,NA,4,NA,NA,NA,NA,-0.3552459228496668,2.7508810151162777,0.43998842615331124
2117,Female,NA,NA,3,NA,-0.9037232120067579,-1.531385438777092,-0.5462727111287731,8,1,5,3.4285714285714284,2.9,-7,-1.0388290749529325,2.67954108766688,0.4501168956081009
2168,Female,-0.10275686175273123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
2186,Male,1.770160160822565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
2402,Male,1.5074166954534487,NA,NA,5.666666666666667,NA,NA,0.9931771913707266,NA,0,NA,NA,NA,NA,0.9931771913707266,3.3358071636278614,0.6876374720658586
3107,Female,1.1989848764930044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
3176,Male,0.1508636060031469,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NaN,NA,NA
4157,Female,-0.6054503583167191,3,3.3333333333333335,5,0.33971879685401146,NA,NA,4,0,NA,NA,NA,-4,NaN,2.973593103096343,0.5952062964685315
5138,Female,-0.4849470667054276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
5198,Female,0.5462523817554219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
6119,Female,-0.08525304644054575,NA,NA,NA,NA,NA,-0.6259390558065037,NA,7,NA,NA,NA,NA,-0.6259390558065037,NA,NA
6137,Female,1.0774268216450098,NA,3,NA,NA,-0.5877273605675719,NA,NA,NA,NA,NA,NA,NA,-0.5877273605675719,2.67954108766688,0.4501168956081009
6188,Male,0.563114902982506,NA,NA,4,NA,NA,-0.9898405329223718,NA,1,NA,NA,NA,NA,-0.9898405329223718,2.7508810151162777,0.43998842615331124
6392,Male,0.7605890243237547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
7127,Female,0.0977259080588676,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.7977705972266005,0.4391912306948618
7178,Male,-0.1980125457416672,NA,NA,3,NA,NA,NA,NA,0,NA,NA,NA,NA,NaN,2.3999253260093276,0.2913989986057829
7187,Male,-1.2771983608379047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
8117,Female,-1.4218613863401162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
8177,Male,1.0844326788639254,4,4,NA,-0.2622306767937332,-0.43277447595219404,0.5762609179369822,1,1,2.3333333333333335,2.142857142857143,3.3,0,0.07174322099239408,3.501553033995778,0.5373287894277216
8186,Female,-0.7050344553402723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
9107,Female,0.5678469874153378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
9167,Female,-0.9555276488105384,NA,NA,5,NA,NA,-0.11581443821372779,NA,3,NA,NA,NA,NA,-0.11581443821372779,3.1018367042232278,0.5885778537008397
10127,Male,1.6232036307422666,NA,4.666666666666667,NA,-0.17179152991042915,NA,NA,2,NA,NA,NA,NA,NA,NaN,3.5638820322814606,0.640351957151273
10178,Female,-1.3018021390292869,NA,NA,3,NA,NA,-1.2472799667997394,NA,2,NA,NA,NA,NA,-1.2472799667997394,2.3999253260093276,0.2913989986057829
10187,Male,1.151312116460767,NA,NA,5,NA,NA,1.3392148694460817,NA,0,NA,NA,NA,NA,1.3392148694460817,3.1018367042232278,0.5885778537008397
10196,Female,-0.9802876665420626,2,2.6666666666666665,4.333333333333333,-0.7935125343408137,-1.1395607865694355,-0.5062233134885341,6,2,2.7777777777777777,2,1.9,-4,-0.8228920500289848,2.390211015392592,0.556462387333468
10702,Male,0.48232538837762107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
10708,Male,0.7271708853108431,2.6666666666666665,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.674791222950562,0.45055583365721397
10711,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
10717,Male,-0.19468201485956327,NA,NA,6,NA,NA,-0.2621817288915513,NA,0,1.5555555555555556,1.1428571428571428,1,NA,-0.2621817288915513,3.452792393330177,0.7371672812483677
10726,Male,-1.0724971659930989,2,2.3333333333333335,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.269629820546177,0.4967534563306123
10744,Female,-0.8398728720541561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
10753,Male,-1.8336131579626336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
10759,Male,-1.2082225055659574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
10762,Female,0.167907536890989,NA,3,NA,-1.7868758916957348,-0.46368505773404456,NA,1,0,1.6666666666666667,1,1.6,-1,-0.46368505773404456,2.67954108766688,0.4501168956081009
10768,Male,-0.6000955352234195,3,NA,NA,1.4630643626575164,1.5932258378286186,0.9931771913707266,1,2,1.3333333333333333,2.2857142857142856,1.8,1,1.2932015145996725,2.9466572551539225,0.4979871713108752
10777,Female,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.3673314455580687,0.4489980356967883
10780,Male,-0.11062204579165802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
10786,Female,-2.455808545656491,3,NA,NA,1.4828358934401564,-0.24400780610974043,0.8955028974515672,5,5,NA,NA,NA,0,0.32574754567091335,2.9466572551539225,0.4979871713108752
10906,Male,1.9188591441039575,NA,NA,4,NA,NA,0.8289461016523901,NA,1,NA,NA,NA,NA,0.8289461016523901,2.7508810151162777,0.43998842615331124
10915,Female,NA,NA,NA,4,NA,NA,-1.4576827779948445,NA,0,NA,NA,NA,NA,-1.4576827779948445,2.7508810151162777,0.43998842615331124
10924,Female,2.1704242815398134,NA,NA,5,NA,NA,0.2745944370610786,NA,2.5,NA,NA,NA,NA,0.2745944370610786,3.1018367042232278,0.5885778537008397
10939,Male,0.6235205325280292,NA,NA,4,NA,NA,-0.7324010990450041,NA,3,NA,NA,NA,NA,-0.7324010990450041,2.7508810151162777,0.43998842615331124
10942,Female,0.732479832701806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
10957,Male,1.7602821197616314,NA,NA,5,NA,NA,0.5716508179759381,NA,0,NA,NA,NA,NA,0.5716508179759381,3.1018367042232278,0.5885778537008397
10993,Male,-0.12536769845594356,NA,NA,NA,NA,NA,-0.6038976074076936,NA,3,NA,NA,NA,NA,-0.6038976074076936,NA,NA
11076,Male,-0.5815026452571725,2,3,NA,0.5403686214032596,-0.016722003866877236,NA,6,3,NA,NA,NA,-3,-0.016722003866877236,2.4288324743984844,0.47328503958191825
11117,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11168,Female,0.5495988826106666,NA,NA,5,NA,NA,0.5762609179369822,NA,2,NA,NA,NA,NA,0.5762609179369822,3.1018367042232278,0.5885778537008397
11175,Female,-1.2299862217796482,NA,NA,NA,1.242643007325628,NA,NA,2,2,NA,NA,NA,0,NaN,NA,NA
11186,Male,1.708839153843656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11274,Male,-0.9112478454850929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11373,Male,0.36065160141821745,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,3.210145654435628,0.5642579325340042
11571,Female,1.5435177131668818,1,NA,1.3333333333333333,-0.4628805013429813,-1.094358892264836,-0.912118862722874,3,3,4,2.4285714285714284,1.8,0,-1.003238877493855,1.4601363809051384,0.1082083913428572
11580,Female,-1.3163957464271714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11701,Female,0.6223337840819476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11710,Female,1.3937521735798384,4,4.666666666666667,6,0.7509042113438278,-0.08272270159566836,-0.13562291173247368,10,7,2.888888888888889,3.5714285714285716,3.4,-3,-0.10917280666407102,3.764738300693267,0.6951407105453902
11752,Female,-1.1712649677039098,2,2,3,-1.5056726856545026,-1.149322022921599,-1.7151222118722123,5,3,2.3333333333333335,1,2.2,-2,-1.4322221173969056,2.082250066100443,0.320589811199924
11760,Female,NA,3,3,NA,0.22950811918806724,NA,0.5941247169774952,4,2,NA,NA,NA,-2,0.5941247169774952,2.7977705972266005,0.4391912306948618
11775,Female,-0.3815832379831055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11794,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11883,Male,0.6424439619820221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11914,Female,0.29121820661490905,NA,NA,4,NA,NA,-0.28436732749127697,NA,2,NA,NA,NA,NA,-0.28436732749127697,2.7508810151162777,0.43998842615331124
11923,Female,-0.2413018461369786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11932,Male,-1.4109872095490719,NA,NA,3,NA,NA,-2.2852488508248885,NA,4,NA,NA,NA,NA,-2.2852488508248885,2.3999253260093276,0.2913989986057829
11964,Female,-1.6059947502651513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
11973,Female,-1.354875496669933,3,NA,5,-1.3954620079885582,NA,0.1991057417416449,9,5,2.6666666666666665,1.4285714285714286,1.2,-4,0.1991057417416449,3.057495484435274,0.5966321378433173
11982,Male,0.4467313547843969,NA,NA,3,NA,NA,-2.06785881458776,NA,4,NA,NA,NA,NA,-2.06785881458776,2.3999253260093276,0.2913989986057829
11992,Male,-0.0036764109525740025,NA,NA,3.3333333333333335,NA,NA,0.8246243020931775,NA,0,NA,NA,NA,NA,0.8246243020931775,2.516910555711644,0.3409288077882925
12107,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12158,Male,-0.6726664478157576,NA,NA,5.666666666666667,NA,NA,NA,NA,4,NA,NA,NA,NA,NaN,3.3358071636278614,0.6876374720658586
12167,Male,-0.768716124746822,NA,NA,5,NA,-1.4959447808246553,NA,NA,1,NA,NA,NA,NA,-1.4959447808246553,3.1018367042232278,0.5885778537008397
12176,Female,-0.3864934229525669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12700,Female,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12706,Female,-1.1974979068035767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12715,Female,-1.0399441878384976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12724,Male,0.27289228554905676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12733,Male,2.0011491846720357,3,4,7,0.8512291236184519,1.657599662832049,1.5965101531225339,6.25,4,1.5555555555555556,1,1.1,-2.25,1.6270549079772914,3.3483526119878095,0.9475335867299082
12739,Female,-0.7436472834285232,NA,NA,4,-2.418482661517439,-1.0636235814857333,-1.6574973155932915,2,0,NA,NA,NA,-2,-1.3605604485395124,2.7508810151162777,0.43998842615331124
12742,Male,-0.6868662992830209,2,3,NA,0.951554035893076,NA,NA,4,NA,NA,NA,NA,NA,NaN,2.4288324743984844,0.47328503958191825
12748,Male,-1.46064513282266,2,NA,NA,-0.4925377975169415,-1.8685975023334809,-0.8034238446043095,2,0,NA,NA,NA,-2,-1.3360106734688952,2.3673314455580687,0.4489980356967883
12751,Female,-1.0682599845851077,3,4,NA,0.760789976735148,1.0124592447757605,0.8424881011336908,3,5,3.7777777777777777,3.4285714285714284,3.6,2,0.9274736729547257,3.132614911167661,0.5714225983147779
12757,Female,-1.6014964278882253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12766,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12775,Male,-0.8615818193224647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12784,Male,-0.2650972329951712,NA,NA,NA,NA,NA,-0.7459430985263046,NA,2,NA,NA,NA,NA,-0.7459430985263046,NA,NA
12793,Female,-1.5014726455372684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
12799,Female,0.12980241365640657,2.3333333333333335,3,NA,0.3496045622453315,1.0189667356772028,NA,1,NA,NA,NA,NA,NA,1.0189667356772028,2.551811848674523,0.461920436619566
12889,Female,0.7814268320136787,NA,NA,4,NA,NA,-0.6126853567270346,NA,3,NA,NA,NA,NA,-0.6126853567270346,2.7508810151162777,0.43998842615331124
12898,Female,0.828111827636573,NA,NA,5,NA,NA,-0.15586383585396665,NA,2,NA,NA,NA,NA,-0.15586383585396665,3.1018367042232278,0.5885778537008397
13732,Male,1.1567663660719905,3,NA,NA,0.3496045622453315,-0.023229494768319453,0.2034275413008574,0,0,NA,NA,NA,0,0.09009902326626898,2.9466572551539225,0.4979871713108752
13741,Female,-0.3421299120986868,NA,3,4,0.1390689723047632,0.13154811884431047,1.4368891633652412,4,3,3,2.4285714285714284,2.4,-1,0.7842186411047758,2.6749877570019733,0.4452626737118498
13750,Male,0.1903334981975861,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NaN,NA,NA
13783,Male,0.4252154128085898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
13792,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
13813,Male,-0.22244763817150873,NA,NA,NA,NA,NA,-0.10688253869347124,NA,1,NA,NA,NA,NA,-0.10688253869347124,NA,NA
13873,Female,-0.019381725837998486,NA,NA,NA,NA,NA,-1.0806717520004232,NA,2,NA,NA,NA,NA,-1.0806717520004232,NA,NA
14704,Male,0.9154700306729227,2.6666666666666665,3,NA,-0.05169508685316492,0.0736817847423221,0.03487465202330819,0,0,NA,NA,NA,0,0.054278218382815144,2.674791222950562,0.45055583365721397
14719,Female,-0.5478730002616922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14728,Male,-0.9766798989749886,NA,NA,NA,-2.2079470715768714,NA,NA,3,4,NA,NA,NA,1,NaN,NA,NA
14737,Female,0.5110884951038569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14746,Female,0.20302870195941042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14755,Male,1.9379334921817974,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.1489365208981317,0.3359758586821979
14764,Male,0.49812073217781333,3,3.6666666666666665,NA,NA,0.23984750743247588,NA,NA,NA,NA,NA,NA,NA,0.23984750743247588,3.0210001398539736,0.527345475774806
14773,Male,1.6868477222307625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14779,Male,-0.544652647718113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14788,Male,-0.6813855236340624,NA,2.6666666666666665,NA,0.8413433582271318,NA,NA,4,5,NA,NA,NA,1,NaN,2.502672898743964,0.4120698832994667
14797,Female,1.9606615746858806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14809,Female,-0.5714712394546213,NA,NA,3,NA,NA,-0.12474633773398439,NA,3,NA,NA,NA,NA,-0.12474633773398439,2.3999253260093276,0.2913989986057829
14818,Male,0.28651292019852276,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NaN,2.7508810151162777,0.43998842615331124
14821,Male,-1.4090512731359095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14827,Male,0.5738965878961403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14863,Female,-0.8243955368066449,NA,NA,5,NA,NA,-0.6038976074076936,NA,4,NA,NA,NA,NA,-0.6038976074076936,3.1018367042232278,0.5885778537008397
14869,Male,-0.11702361980666208,NA,NA,5,NA,NA,-1.3358782109977265,NA,0,NA,NA,NA,NA,-1.3358782109977265,3.1018367042232278,0.5885778537008397
14872,Male,1.0241681594887875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
14878,Male,-0.8252988493154707,NA,NA,4.333333333333333,NA,NA,-0.6503576292862935,NA,0,NA,NA,NA,NA,-0.6503576292862935,2.867866244818594,0.4895182353358207
14887,Female,0.05804149779288763,NA,NA,4,NA,NA,1.0819195857696295,NA,4,NA,NA,NA,NA,1.0819195857696295,2.7508810151162777,0.43998842615331124
14890,Male,0.9722164474473719,NA,NA,NA,NA,NA,-0.772450496685243,NA,1.25,NA,NA,NA,NA,-0.772450496685243,NA,NA
14896,Female,0.8395546631011901,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.7508810151162777,0.43998842615331124
15703,Female,1.1864688722449896,3,4,5.666666666666667,NA,-0.8508043627683671,NA,NA,1,NA,NA,NA,NA,-0.8508043627683671,3.214755492789175,0.7146241584742431
15709,Female,-1.2294089763451832,NA,NA,4,NA,NA,-1.6819158890730816,NA,7,NA,NA,NA,NA,-1.6819158890730816,2.7508810151162777,0.43998842615331124
15712,Male,1.1169897688665351,NA,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NaN,2.67954108766688,0.4501168956081009
15718,Male,-0.9768356615051803,NA,NA,NA,NA,NA,NA,NA,NA,2.4444444444444446,1.1428571428571428,2.7,NA,NaN,NA,NA
15745,Female,0.7193066374831649,NA,3,5.666666666666667,-0.3823271198509974,-0.20548867370933085,0.26566253754082203,5,6,4.666666666666667,2.7142857142857144,3.5,1,0.030086931915745588,2.928866443386026,0.7159180618512225
15763,Male,1.9333902102303335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
15769,Female,-0.3017830969449176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
15772,Female,-0.6169290200809914,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NaN,NA,NA
15778,Female,-0.04381847431858454,NA,NA,4.666666666666667,NA,NA,0.5272796207764866,NA,6,NA,NA,NA,NA,0.5272796207764866,2.9848514745209114,0.5390480445183302
15781,Male,-2.0555089205659938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
15787,Male,0.6321832926564696,NA,NA,4.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,2.867866244818594,0.4895182353358207
15802,Male,0.7503518204718319,NA,NA,4.333333333333333,NA,NA,0.8424881011336908,NA,4,NA,NA,NA,NA,0.8424881011336908,2.867866244818594,0.4895182353358207
15817,Female,-0.7343262849135728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
15826,Female,-1.0542993526571685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
15835,Female,-0.4509795283235962,NA,NA,3,NA,NA,-2.227623954545968,NA,6,NA,NA,NA,NA,-2.227623954545968,2.3999253260093276,0.2913989986057829
15853,Male,-0.22425152391535108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
15859,Male,0.21848022341522927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
15862,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
15868,Male,0.6461934492938276,NA,NA,3.3333333333333335,NA,NA,-0.8723577654844665,NA,2,NA,NA,NA,NA,-0.8723577654844665,2.516910555711644,0.3409288077882925
15877,Male,1.6095948995158995,NA,NA,5,NA,NA,0.8156924025729209,NA,3,NA,NA,NA,NA,0.8156924025729209,3.1018367042232278,0.5885778537008397
15880,Male,0.12768094492602752,NA,NA,4,NA,NA,-0.21989935637124822,NA,0,NA,NA,NA,NA,-0.21989935637124822,2.7508810151162777,0.43998842615331124
15895,Male,-0.20882671138157008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16109,Female,0.142110731685653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16127,Male,-0.9985195205855198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16196,Female,0.16222933859621513,3.6666666666666665,4,4.666666666666667,0.6604650644605238,0.3172363142387908,NA,0,4,NA,NA,NA,4,0.3172363142387908,3.342704118730812,0.48615945203539557
16603,Female,-0.028732605968457933,NA,3,NA,0.12918320691344318,-0.28595595496361903,NA,6,NA,NA,NA,NA,NA,-0.28595595496361903,2.67954108766688,0.4501168956081009
16609,Male,-1.567338333801235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16612,Female,-1.1685987186328057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16618,Male,-1.2527211177072377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16621,Male,-0.22088441834368266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16627,Male,-0.965774466590055,2,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NaN,2.225791874670633,0.32302916806208704
16636,Female,-1.5694703430725998,NA,NA,3.6666666666666665,NA,NA,NA,NA,1,NA,NA,NA,NA,NaN,2.633895785413961,0.3904586169708017
16645,Male,-0.7274734424971898,NA,NA,3,1.5026074242227967,NA,NA,0,2,NA,NA,NA,2,NaN,2.3999253260093276,0.2913989986057829
16654,Male,0.6033407822212249,3,3,5,2.0946711324792213,2.244873746786349,0.9753133923302135,0,0,1.3333333333333333,1.2857142857142858,1.5,0,1.6100935695582812,2.8864111880495855,0.5937247225295924
16663,Male,1.5188298481466176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16669,Male,-0.8051020324131397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NaN,NA,NA
16678,Female,-0.5508393017825924,3,3,5,-0.3823271198509974,0.47364080057678126,NA,1,0,NA,NA,NA,-1,0.47364080057678126,2.8864111880495855,0.5937247225295924
16681,Male,0.3408481285291594,NA,NA,NA,NA,NA,1.2594043745674355,NA,4,1.4444444444444444,1.7142857142857142,2.3,NA,1.2594043745674355,NA,NA
16687,Female,-1.0410633505272142,NA,3,NA,-0.6734160912835496,NA,NA,2,NA,NA,NA,NA,NA,NaN,2.67954108766688,0.4501168956081009
16696,Male,1.2077009726472996,4,4,NA,0.7706757421264679,NA,NA,7,6,NA,NA,NA,-1,NaN,3.501553033995778,0.5373287894277216
